"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","type","likesCount","timestamp","caption","locationId","locationName"
,,,,,,,,,,,,,,,,,,,,"Video","59059","2024-09-06T04:30:10.000Z","Don’t get scammed at phone repair shops ⚠️ 

Share this with that friend with everyone who has overpaid at a phone repair shop! 

Many people end up paying too much for phone repairs because they don’t know the real cost of spare parts and often get scammed by repair shops. 

But you don’t have to be one of them!

Know the exact price of any spare part for your phone with maxbhi.com. 

This website lists all phone brands and parts with their original prices, allowing you to get an accurate estimate, avoid overpaying, and make informed decisions.

Watch the full reel to see how easy it is to use the website to your advantage and save money on repairs.

Share this with everyone you know to help them avoid getting scammed or paying more than necessary.

And follow me, Rajiv Makhni – All Tech, No BS!

Disclaimer: This is not an advertisement or paid endorsement. We recommend using the website only for getting an estimate price of what the spare part should cost. Buying decision is at your own discretion.

[Rajiv Makhni, Cell Guru, Gadget Guru, Phone Repair, Scams in India, Phone Spare Parts, Phone Service, Tech, Technology]",,
,,,,,,,,,,,,,,,,,,,,"Video","4217","2024-08-22T12:29:04.000Z","These TWS are Air Pods Killer at 1/3rd Price 😱

This TWS can disrupt the segment.

Share this with everyone who wants something more than an AirPods.

The OnePlus Buds Pro 3, much like it’s predecessor, has impeccable sound. I will tell you everything I like and some things I didn’t like.

 Watch the full video to find out. 

Comment if you think they are the best TWS under ₹12,000 and Follow me, Rajiv Makhni, All Tech, No BS!

[RajivMakhni, GadgetGuru, CellGuru, OnePlus, OnePlusBudsPro3, TWS]",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","airtelThanks","ANewWayToPay","SafeDigitalAccount","AirtelPaymentsBank",,,,,,,,,,,,,"Video","3157","2024-09-05T12:38:24.000Z","I paid for everyone’s coffee, No cash, phone, wallet, and credit card. 🤯

Share this with that friend who always makes the excuse of forgetting his wallet and cash at home!

A short while ago I had stunned everyone
By buying groceries, coffee, clothes and a lot more
Without any cash, credit card, wallet or even my phone with me

Today I’m going to buy coffee for EVERYONE in this coffee shop
With just this smartwatch.

The Airtel Payments Bank Smartwatch, in collaboration with Noise, powered by Mastercard.

I will tell you how to activate your Airtel payments bank

And I will also tell you how to order the watch from your Airtel Thanks app and how you can set it up along with your Airtel Payments Bank savings account.

@airtelpaymentsbank 

Watch the full reel to know all about it!

What is the first thing you’re going to buy with this smartwatch? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Tech #airtelThanks #ANewWayToPay #SafeDigitalAccount #AirtelPaymentsBank",,
"Samsung","TotalAILaundryPerfectWashcare","BespokeAILaundry","FrontLoadWashingMachine","WashingMachine",,,,,,,,,,,,,,,,"Video","9775","2024-08-26T12:27:23.000Z","Samsung’s AI Washing Machine-Game Changer 🤯

This washing machine is filled with AI features.

Share this with your friends and family who are planning to upgrade their laundry machines!

This is the Samsung Bespoke AI™️ Laundry, and this washing machine is packed with multiple AI features that take your laundry washing to a whole new level!

It comes with AI Wash, which uses 5-step advanced sensing technology to automatically find out how soiled your clothes are, the wash load, fabric type, and even softness. It then intelligently manages water and detergent levels to ensure the best wash.

This machine also features an Auto Dispenser, AI Energy Mode, AI EcoBubble™️ Technology, AI Control, and tons of other features that you will never see in any other machine.

Watch the video, and I’ll tell you everything about this AI-powered washing machine!

Does your washing machine talk to your clothes? Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS!

@samsungindia 

#Samsung #TotalAILaundryPerfectWashcare #BespokeAILaundry #FrontLoadWashingMachine  #WashingMachine",,
,,,,,,,,,,,,,,,,,,,,"Video","34228","2024-08-24T04:27:11.000Z","Unlimited metro rides for ₹150! 🤯

Share this with your friends and family who travel a lot in Delhi metro.

You can get unlimited rides on the Delhi Metro for a whole day for just Rs 150 and for 3 days for Rs 450. Any station, anywhere, unlimited times. 

This is possible with the Delhi Metro’s Tourist Smart Card, and you don’t even need to be a tourist to get it.

Watch the reel to learn all about the Tourist Smart Card and how to get it.

Are you going to use this card on your next trip in Delhi Metro? Tell me in the comment, and follow me Rajiv Makhni, for all Tech, no BS!

[RajivMakhni, GadgetGuru, CellGuru, Metro, Delhi, DelhiMetro, Travel, Hacks, TravelHacks]",,
,,,,,,,,,,,,,,,,,,,,"Video","72251","2024-08-23T04:26:55.000Z","1 Lakh Ka Power Bank 😱

Share this with someone who never wants to run out of charge!

This is the CallMate Treasury Power Bank with a 100,000 mAh battery and 23W PD charging, capable of charging over 20 phones in one go. 

But is it portable enough? Can it do more than just charge phones? Watch the full video to find out.

Comment if you have never seen a power bank with such huge capacity and follow me Rajiv Makhni, All Tech, No BS!

[RajivMakhni, GadgetGuru, CellGuru, Callmate, Powerbank, Tech]",,
"RajivMakhni","GadgetGuru","CellGuru","JBLAuthentics500","JBLAuthentics300","AuthenticYou","JBLSpeakers","PremiumSpeakers","JBLAudio",,,,,,,,,,,,"Video","3277","2024-08-30T12:56:17.000Z","10 Insane Features in These Speakers 🤯

Share this with your friends who are looking to buy a new premium bluetooth speaker.

JBL has launched the all-new Authentics series of speakers, offering incredible sound quality and a ton of amazing features.

We have the Authentics 300 and Authentics 500, and these speakers come packed with 10 absolutely insane features.
The speakers feature a stunning retro minimalist design with an all-around leather finish, phenomenal sound with up to a whopping 270 watts of output, and 8 hours of battery life.

They also support AirPlay, Spotify Connect, built-in Alexa and Google Assistant, complete app integration, and so much more! All starting at a fantastic price of Rs 49,999!

Watch the video, and I will tell you all the 10 features of these speakers.

Is there any better-sounding speaker with this many features at such an amazing price available on the market right now? Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #JBLAuthentics500 #JBLAuthentics300 #AuthenticYou #JBLSpeakers #PremiumSpeakers #JBLAudio",,
,,,,,,,,,,,,,,,,,,,,"Video","29584","2024-09-01T04:30:29.000Z","Secretly hide your private apps 🫣😶‍🌫️

Share with anyone looking to keep their apps a secret. 

Ever wished you could keep certain apps hidden or surprise your friends with a clever trick? Here’s how!

With X Icon Changer, you can disguise any app icon on your Android device or even use your own custom images. 

Whether you want more privacy, keep certain apps private  or just want to play a fun prank, this tool has you covered. 

Watch the full video to see how it’s done!

Comment below on which apps you’ll hide first, and follow me, Rajiv Makhni, for all Tech, No BS!

[Rajiv Makhni, Gadget Guru, Cell Guru, Android, App Privacy, Icon Changer, Tech Hacks, Android Tricks, Android Tips, Pranks]",,
,,,,,,,,,,,,,,,,,,,,"Video","6607","2024-08-31T04:30:51.000Z","EV charges 80% in 35 mins - Goes 560KM 😳

Share this with all your friends who love cars!

Mercedes has just launched their most affordable luxury EV in India, the EQA 250+. 

This car has a range of 560 km and charges from 0 to 80% in just 35 minutes and features a dual sunroof, 19-inch AMG alloy wheels, a 12-speaker Burmester audio system, 7 airbags, stunning interiors, and many more premium features, all at a price of Rs 66 Lakhs!

Watch the reel, and I will tell you everything about this car.

Do you know of any better Premium EV at this price? Let me know in the comments. 

And follow me Rajiv Makhni, for all Tech, no BS!

[Rajiv Makhni, Gadget Guru, Cell Guru, Mercedes EV, EQA250+, Car, Automobile, EVs, Electric Vehicles]",,
,,,,,,,,,,,,,,,,,,,,"Video","59393","2024-09-08T04:29:32.000Z","Download YT Videos Free! 🤯 No website No App No URL🤩

Download YouTube videos and songs in 1 click!  For free. Super Fast. High Definition 

Share this with all your friends to let them know the easiest way to download YouTube videos! 

I am telling you the easiest and fastest way to download YouTube videos, straight from YouTube itself. No payments, no subscriptions, 100% Free! 

You’ll be able to download entire YouTube videos and even audios in high resolution and high bitrate for free! 

Watch the full reel to know which extension it is and how to get it.

Is this the best Chrome extension ever? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS!

[RajivMakhni, GadgetGuru, CellGuru, YouTube, VideoDownload, FreeDownload]",,
"RajivMakhni","GadgetGuru","CellGuru","Mastercard","OTP","NoMoreOTPs","Payments",,,,,,,,,,,,,,"Video","15502","2024-09-02T12:31:37.000Z","You will never need an OTP again! 😲

Mastercard’s Passkey: The future of online payments! 

Share this with that sibling, family, friend or relative who is always asking for OTPs. 

Cybercrime and Online fraud rose 300% in India over the last 2 years, especially OTP scams. 

At GFF 2024, Mumbai, Mastercard launched the biggest solution for OTP problems with their new ‘Passkey’ feature. 

It can use your biometrics for secure online payments. How does it work? How does it protect you? Watch the full reel to find out as I take you through the incredible Mastercard showcase!

Will all scams now be stopped by this revolutionary feature? 

Discuss in the comments and follow me, Rajiv Makhni, for all Tech, no BS!

@mastercard @mastercardindia 

#RajivMakhni #GadgetGuru #CellGuru #Mastercard #OTP #NoMoreOTPs #Payments",,
,,,,,,,,,,,,,,,,,,,,"Video","14729","2024-08-13T04:33:02.000Z","Throw away your cables, chargers, and phone stand 😳

Share this with everyone looking for the most convenient power bank that is a 6 in 1. 

This is the UBON PB-X110 10000mAh, with a built-in charger, wireless charger, mobile stand, and every cable you will EVER need. 

But is there any practical use to it, or is it a gimmick? Watch the full video to find out.

Comment if you’re also tired of carrying multiple accessories on a trip and follow me, Rajiv Makhni, for All Tech, No BS!

[Rajiv Makhni, Cell Guru, Gadget Guru, Best power bank, Best phone charger, Best phone stand, Mobile Accessories, Mobile Gadgets, Best Gadgets]",,
"RajivMakhni","GadgetGuru","CellGuru","Google","GooglePixel","Pixel9series",,,,,,,,,,,,,,,"Video","7278","2024-08-21T17:02:14.000Z","World First Review: Pixel 9 Series 😍

This phone has 3 never-before-seen AI features!

Share this with everyone who is looking for honest advice on whether they should buy the new Pixel 9 phones. 

These new phones have the purest AI Pixel 9 Series experience on a flagship.

The Google Pixel 9 series is loaded with AI to the core. But to truly call it a flagship, does it live up to expectations in terms of performance, cameras, battery life, etc.? Watch the full video to find out if it does? 

Comment if you think the price is justified, and follow me, Rajiv Makhni, All Tech, No BS!

#RajivMakhni #GadgetGuru #CellGuru #Google #GooglePixel #Pixel9series",,
,,,,,,,,,,,,,,,,,,,,"Video","49010","2024-08-18T04:31:04.000Z","Passport photos delivered in 10 minutes.

Share this with your friends who always forget to bring photos when filling out forms or visa applications.

We all know Blinkit delivers groceries in minutes, but did you know they can now deliver passport-sized photos just as quickly?

Blinkit has launched a new feature where you can order passport-sized photos in under 10 minutes. No studio, no shoot, no photographer, and no waiting in the market. Just click or upload a photo, and it will be enhanced using AI. You can even choose to change backgrounds, dimensions, visa requirement size and the number of copies you want.

I tried it. 

Watch the video, and I’ll show you whether Blinkit truly delivers on its promise of on-time delivery.

Will you still go to the market studio for photos? Tell me in the comments, and follow me Rajiv Makhni, for all Tech, no BS!

[RajivMakhni, GadgetGuru, CellGuru, Blinkit, PassportSizedPhotos, Studio, PhotoShoot]",,
"RajivMakhni","GadgetGuru","CellGuru","JBL","JBLLiveSeries","Technology","JamesBond","IndependenceDay","TWS","Audiophile",,,,,,,,,,,"Video","3879","2024-08-15T04:27:29.000Z","Biggest TWS Problem Solved 🥳

Share this with everyone struggling to find their perfect earbuds.

The new JBL Live Series has cracked the code on choosing the right earbuds, offering 3 custom designs tailored to fit even the most demanding ear fit preference. 

But that’s not all—each comes with a game-changing 1.4” smart display on the case, JBL Spatial Audio, and a whole lot more. Watch the full video to find out.

Comment below on which TWS style suits you best and follow me Rajiv Makhni, All Tech, No BS!

#RajivMakhni #GadgetGuru #CellGuru #JBL #JBLLiveSeries #Technology #JamesBond #IndependenceDay #TWS #Audiophile",,
,,,,,,,,,,,,,,,,,,,,"Video","101547","2024-08-17T04:44:39.000Z","Desktop PC in a lift, without power!

World’s first moveable all-in-one PC that runs on battery. 

Share this with friends who can’t decide between buying a desktop or a laptop. Let them know they can have both!

This is the HP Envy Move, the world’s first moveable all-in-one PC.

It comes with a handle on top for easy carrying, retractable stands that pop out when it touches a surface, and even a pouch on the back to hold the keyboard and trackpad.

We used it everywhere! Not just in the office, but inside a lift, even in the park!

This AIO combines the features of a laptop, tablet, and PC, all in a single device!

It features a massive 23.8-inch QHD touchscreen display, an Intel Core i5 13th Gen processor, 16GB RAM, 1TB SSD, a built-in battery, and a wireless keyboard and trackpad combo, all for just Rs 1,25,000!

Watch the reel, and I’ll tell you everything about this PC.

Do you think this is the true definition of an all-in-one PC?

Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS!

[RajivMakhni, GadgetGuru, CellGuru, HP, HPEnvyMove, AllInOnePC, Windows, Desktop, PC, Tech, Laptop]",,
"10YearsOfCommitment","10YearsOfInnovation","vivoIndia","vivoTechDay",,,,,,,,,,,,,,,,,"Video","1848","2024-08-09T04:28:09.000Z","Can you phone camera do this? 🤔

Share this with your friends who love clicking pictures!

I went to Vivo Tech Day and was shocked at the features they have added in their phone’s camera like the ZEISS T* coating, Telephoto Night , Telephoto Macro, and ZEISS style portraits. 

But how do they work and how are they revolutionizing phone cameras? 

Watch the full reel to find out!

Which feature did you find the most exciting? Tell me in the comments!

And follow me, Rajiv Makhni - All Tech, No BS

#10YearsOfCommitment #10YearsOfInnovation #vivoIndia #vivoTechDay",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","JBLClip4","JBLGo4","JBLSpeakers","BluetoothSpeakers","Sustainability","Ecofriendly",,,,,,,,,,,"Video","7359","2024-08-20T12:30:51.000Z","I poured mud and water on these speakers 😳
 
No other small Bluetooth portable speaker has these features! 

Share this with anyone looking to buy sturdy, portable and amazing sounding Bluetooth speakers that do NOT distort even at the loudest level. 

JBL challenged me to find better speakers than their 2 new Clip 4 and GO 4 portable Bluetooth speakers! 

Both these speakers are made with recyclable materials and are very eco-friendly. 

They’re even IP67 rated, making them ideal for outdoor use but…how do they sound? 

Are they actually good or is their size too small for good audio output? Watch the full reel to find out! 

Will JBL win this challenge? Are there any speakers better than these at their price? 

Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Tech #JBLClip4 #JBLGo4 #JBLSpeakers #BluetoothSpeakers #Sustainability #Ecofriendly",,
,,,,,,,,,,,,,,,,,,,,"Video","12512","2024-08-09T12:32:55.000Z","Big New Google Maps Features For India! 😱

Every single problem that you face with Google Maps in India is now solved! Seriously! 

Share this with your friend who always had a hard time navigating through maps while driving.

Google Maps rolled out a new update with much-awaited features for India. With these new features, driving and navigating is going to be a breeze.

Maps will now finally tell you whether to take the flyover or not, warn you about narrow roads, suggest better routes, and much more.

Watch the reel to know about all the new features.

Did you get these new Google Maps features on your device?

Tell me in the comments, and follow me Rajiv Makhni, for all Tech, no BS!

[Google Maps, Technology, Tech, Rajiv Makhni, Cell Guru, Gadget Guru]",,
,,,,,,,,,,,,,,,,,,,,"Video","48820","2024-08-11T04:29:32.000Z","Fake UPI app being used by scammers 🤯🚨

A new scam is circulating where scammers use fake UPI apps to trick people. Every day, many are losing their hard-earned money!

The scammer scans your UPI QR code, enters the UPI PIN, completes the payment, shows you a payment success screen, and you even hear the payment success sound. But you won’t receive any payment!

How is this happening? Where are they getting these fake UPI apps from? Why aren’t the victims receiving payments?

We were able to get the Fake UPI payment app and tried it. 

Watch the reel, and I’ll tell you everything about this scam and how to safeguard yourself from becoming the next victim.

What do you think of this scam? Tell me in the comments, and follow me Rajiv Makhni, for all Tech, no BS!

[RajivMakhni, GadgetGuru, CellGuru, Scam, UPI, UPI Scam, Paytm, PhonePe, Google Pay]",,
"10YearsOfCommitment","10YearsOfInnovation","vivoIndia","vivoTechDay",,,,,,,,,,,,,,,,,"Video","7142","2024-08-12T12:31:18.000Z","Your phone will not break anymore 🤯

Share this with someone looking for an indestructible phone. 

I drop tested vivo phones and checked out the new designer back panels and covers at the vivo Tech Day.

Did the phone pass the test? Want to see how your next phone could look? Watch the reel to find out!

Which feature are you most excited about? Tell me in the comments.

And follow me, Rajiv Makhni - All Tech, No BS. 

#10YearsOfCommitment #10YearsOfInnovation #vivoIndia #vivoTechDay",,
,,,,,,,,,,,,,,,,,,,,"Video","38321","2024-08-10T04:28:48.000Z","Edge 50 vs (2a) Plus: Which one to buy? 🧐

Share this with anyone looking to buy a new phone around ₹25,000!

Motorola has just launched their new phone, Motorola Edge 50 and it seems to have shaken the 25K smartphone market, but at the same time Nothing has also launched their new entrant at the same price point, the Nothing (2a) Plus.

Both phones boast of unique features, AI capabilities and solid performance, but only one deserves your hard earned money, which one should it be? Watch the full reel to find out! 

Is there any other phone that compares to these at their price? 

Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS! 

[Rajiv Makhni, Cell Guru, Gadget Guru, Motorola Edge 50, Nothing (2a) Plus, Best Budget Smartphone, Best Buy, Technology, Tech, Phone Review, Gadget Review]",,
,,,,,,,,,,,,,,,,,,,,"Video","47241","2024-09-04T12:31:09.000Z","This phone folds 3 times! 🤯

This is how folding phones will look very soon! 

Share this with anyone looking to buy a folding phone. 

We’ve seen folding phones that fold from between, we’ve seen flip phones…but what if there’s a phone that can fold 3 times? How will that look? Which ways will it unfold?

You don’t have to guess that anymore because many companies including Tecno and Huawei have unveiled their first tri-folding smartphone and they look absolutely incredible! They have some very unique ways they can fold and can go from 6 inch to 11 inches. 

What new features will they have? Watch the full reel to find out. 

Will the Tri-fold phone be the ultimate smartphone or are you still sticking with the same old iPhone? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS!

[RajivMakhni, GadgetGuru, CellGuru, Tri fold Phone, Folding Phone, Foldable Phone, Tech, Smartphone, Tecno, Huawei, Technology]",,
"rajivmakhni","cellguru","gadgetguru","iphone16","bigbasket","bigbasketnow","deliveringin10mins",,,,,,,,,,,,,,"Video","3710","2024-09-20T13:11:42.000Z","iPhone 16 delivered to your home in 10 mins! 🤯

Share this with your friend who would love to get their iPhone instantly without waiting in line.

iPhone 16 Series has launched today and Big Basket Now is delivering it in just 10 mins. No standing in lines, no traffic, no parking, no waiting.

I ordered an iPhone 16 just to test it.

Watch the full reel to find out if Big Basket lives up to their promise and how to get yours right away!

Is Big Basket’s quick commerce the most convenient way to buy gadgets and phones from now on? Tell me in the comments!

And follow me, Rajiv Makhni - All Tech, No BS!
#rajivmakhni #cellguru #gadgetguru #iphone16 #bigbasket #bigbasketnow #deliveringin10mins",,
,,,,,,,,,,,,,,,,,,,,"Video","8845","2024-08-16T04:25:11.000Z","Apple makes an iPhone for Elderly 🤔

Share this with anyone who has grandparents and elderly parents not familiar with technology. 

iPhone has an inbuilt feature that can make it super easy to read, use and operate! 

It’s super simple to activate and you can even customise it as per preference. 

Big icons, huge buttons and easy to read text! 

Watch the full reel to know how to activate it.

Is this the best smartphone for someone who’s not very tech savvy? Discuss in the comments and follow me Rajiv Makhni, for all Tech, no BS! 

[Rajiv Makhni, Cell Guru, Gadget Guru, iPhone Settings,  iPhone Features, IOS, Apple, Technology, Tech, Grandparents]",,
"Realme13Pro","ShotOnRealme","DSLRvsRealme13pro",,,,,,,,,,,,,,,,,,"Video","16090","2024-08-04T11:29:17.000Z","WAR! 🥊 Makhni- Kasbekar 😳

Is the #Realme13Pro as good as a DSLR with its ultra-clear photos? 

The debate started with Atul Kasbekar’s tweet and my reply, dividing the internet into two groups!

Discover what the hype is all about by getting your Realme 13 Pro when the Flipkart sale starts on August 6th at 12 PM!

#ShotOnRealme #Realme13Pro #DSLRvsRealme13pro",,
"Ad","SamsungCorporatePlus","RajivMakhni","GadgetGuru","CellGuru","Samsung","GalaxyAI","Tech","Smartphones","Appliances",,,,,,,,,,,"Video","10068","2024-07-31T14:00:27.000Z","#Ad #SamsungCorporatePlus

Your office email can get you incredible discounts on Samsung Corporate Plus Program 

Share this with that corporate worker friend and your colleagues! 

Samsung Corporate Plus program brings you incredible benefits on Samsung Galaxy AI devices, home appliances and a lot more! 

Massive discounts and offers across the website with the best deals and even welcome vouchers worth upto ₹2,500! 

All you need to do to avail these benefits is go to Samsung’s Corporate Plus website and register with your corporate email ID. 

Link in Bio.

To know all about it and the great benefits of the program, watch the full reel. 

What Galaxy AI product are you getting first? Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Samsung #GalaxyAI #Tech #Smartphones #Appliances",,
"rajivmakhni","rajiv","lifemantra","legends","HTCityLegends","htcity",,,,,,,,,,,,,,,"Video","1138","2024-08-01T10:02:52.000Z","Rajiv Makhni's secret to becoming a legend: Focus in one direction instead of multitasking! 🚀🔝 While talking to us at HT City Legends 2024 awards, he emphasises that ""true success comes from mastering one thing at a time"". 💡✨
.
.
.
@therajivmakhni 

#rajivmakhni #rajiv #lifemantra #legends #HTCityLegends #htcity",,
,,,,,,,,,,,,,,,,,,,,"Video","14346","2024-08-04T04:27:46.000Z","Digital Arrest: Biggest Scam Alert! 🚨😰

Share this with your near and dear ones before they lose crores.

There’s a new scam circulating where scammers impersonate CBI officials. 

Victims receive official-sounding calls alleging their involvement in illegal activities and put them under  immediate ‘digital arrest’ for money laundering. 

Using fake video calls and forged documents, they pressurize victims, often targeting the elderly and housewives in isolated situations.

But, how can you safeguard yourself and others around you?

Watch the full reel to find out!

And follow me, Rajiv Makhni, for all Tech, no scams, no BS!

[latest scam, scams in India, digital arrest scam, scammers, cybercrime, scams, new scam, fake police, fake CBI, money laundering scam, Rajiv Makhni, Cell Guru, Gadget Guru]",,
"FlipkartFlagshipSale","IndependenceDaySale","BiggestSale","ElectronicSale","Flipkart","Deals","Sale",,,,,,,,,,,,,,"Video","5240","2024-08-04T15:37:47.000Z","Flipkart Sale: Best deals on top gadgets! 😧📉

The whole world is asking about the Flipkart Flagship Sale. I got asked about it at the Paris Tech Olympics😳

Share this with your friends so they don’t miss out!

Flipkart’s Flagship Sale is starting from 6th August 12pm and I am going to tell you the best deals you can get.

Watch the full reel to find out the one you like!

So, what are you buying first? Tell me in the comments.

And follow me, Rajiv Makhni - All Tech, Crazy Deals, No BS!

#FlipkartFlagshipSale #IndependenceDaySale #BiggestSale #ElectronicSale #Flipkart #Deals #Sale",,
"RajivMakhni","CellGuru","GadgetGuru","Motorola","Edge50","Tech","Technology","Gadgets","AI","Android","CraftedForTheBold","motorolaEdge50",,,,,,,,,"Video","36694","2024-08-01T06:45:09.000Z","I baked, froze, dropped, dunked and hammered this phone!

motorola edge 50 may be the most durable phone ever. 

I torture tested this phone to its limits! 

Share this with that friend who’s super careless with their phone! 

I torture tested the new motorola edge 50 to its limits!

motorola edge 50 has MIL-810H Military Grade certification and is built to survive extreme temperatures, shocks, drops and vibrations! 

Along with all that, the edge 50 is also IP68 rated and has Gorilla Glass 5 screen protection. It has 4 incredible cameras and a plethora of AI features. 

So I put it inside an oven up to 60 degrees, then froze it, then dropped it from 1.8 meters and then dunked it in water and also hammered its screen!

Did the phone survive? Watch the full reel to find out! 

motorola edge 50 available on Flipkart, starting 8th of August.
 
Is there any other phone as solid as this? Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #Motorola #Edge50 #Tech #Technology #Gadgets #AI #Android #CraftedForTheBold #motorolaEdge50

Do remember 
Testing was done in a supervised space 
- Done under extreme conditions
- Tested for up to 60 degrees heat 
- Not covered under manufacture warranty, don’t try this with your device",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Snapdragon","XElite","XPlus","XSeries","Processors","Computers","Windows","CoPilot","AI",,,,,,,,"Video","43453","2024-08-08T12:30:03.000Z","Your laptop can’t do this! 😲

Share this with anyone who’s looking to buy a new laptop that can do what no other laptop can do. 

I was invited to the Grand Launch of the brand new Snapdragon X series processors and their new 5G phones for all.

After making some of the best smartphone processors, Snapdragon has entered the laptop chipset market with their new X Series processors. 

These processors pack incredible performance with the X Elite chip giving over 50% more performance than its competitors and also longer battery life.

They are capable of incredible AI features, harnessing the power of the computers NPU, with certain AI features running even without an Internet connection! 

Along with that, Snapdragon also launched their new 4s Gen 2 chipset with the goal of bringing True 5G to entry level smartphones with better connectivity and battery! 

To know all about the new Snapdragon chipsets, watch the full reel. 

So, will your next laptop have a Snapdragon Processor in it? Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Snapdragon #XElite #XPlus #XSeries #Processors #Computers #Windows #CoPilot #AI",,
,,,,,,,,,,,,,,,,,,,,"Video","15614","2024-08-03T04:27:46.000Z","Every SMS has a secret code that can save you from scams! ⚠️😱

Share this with everyone you know to make them aware!

You get a lot of SMS messages every day with a combination of letters and numbers that seem random. 

But these aren’t random at all and knowing what they mean can save you from big scams. 

So, what do these letters and numbers mean? Watch the reel to find out!

And follow me, Rajiv Makhni - All Tech, No BS!

[Rajiv Makhni, Cell Guru, Gadget Guru, SMS, Scams, Text message]",,
,,,,,,,,,,,,,,,,,,,,"Video","4680","2024-07-31T09:31:05.000Z","World first review: Nothing Phone (2a) plus.

Share this with your friend who is looking to buy a new budget smartphone under 25K. 

Nothing just launched the new, Nothing Phone (2a) plus. 

It has the same design as the Phone (2a) but with a twist. 

Better cameras, higher performance, faster charging, more storage, and an amazing AI feature, all for Rs 24,999!

Watch the reel to find out if it’s truly better than the Phone (2a).

Do you think this is the best phone to buy under Rs 25,000? Tell me in the comments.

And follow me Rajiv Makhni, for all Tech, no BS!

RajivMakhni, GadgetGuru, CellGuru, Nothing, Nothing Phone 2A Plus, 2A+",,
"RajivMakhni","CellGuru","GadgetGuru","vivoV40Series","ZeissPortraitSoPro","ProTraits","DesignPro","Collab",,,,,,,,,,,,,"Video","5479","2024-08-07T07:21:59.000Z","World First Review: vivo V40 Series ⚡️

Zeiss camera lenses now at never seen before price point! 

Share this with anyone looking to buy a new phone this festive season! 

vivo has just launched their new V40 series and these phones are game changers in many ways. 

The V40 Pro comes with an incredible Zeiss powered Quad 50MP camera set up and clicks some incredible photos! It also has the flagship Dimensity 9200+ processor that makes it run smooth and fast! 

The V40 on the other hand gets a Snapdragon 7 Gen 3 processor and almost all the same Zeiss camera features, with a lovely Lotus purple color! 

Both phones get a huge 5500mAh battery and also get special festive colour tones to make your festivities brighter and sharper! 

There’s a lot more in these phones that make them one of the best phones this festive season. 

Watch the full reel to know all about them! 

Are these the phones that have it all? 

Tell me in the comments and follow me Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #CellGuru #GadgetGuru #vivoV40Series #ZeissPortraitSoPro #ProTraits #DesignPro #Collab",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","airtelThanks","ANewWayToPay","SafeDigitalAccount","AirtelPaymentsBank",,,,,,,,,,,,,"Video","2249","2024-08-06T13:00:14.000Z","I bought all this: No cash, phone, wallet, credit card 🤯

This smartwatch replaces your wallet! 

How to make payments without your wallet, card or phone! 

Share this with that friend who always forgets their wallet at home! 

I’ve been using the Airtel Payments Bank Smartwatch for all my daily payments! I bought groceries, coffee, pizza and even a toy car, all without my wallet, card or phone! 

Simply tap the watch band on the POS machine and the payment goes through instantly! You don’t even need to put in a PIN up to ₹5,000! 

Payments made in just one tap! @airtelpaymentsbank 

What else can this watch do? How do you buy it? Watch the full reel to find out. 

Download the Airtel Thank App and get yours now.

Are you ready to ditch your wallet, phone and card to switch to the Airtel Payments Bank smartwatch? 

Tell me in the comments and follow me, Rajiv Makhni, for all Tech, no BS

#RajivMakhni #GadgetGuru #CellGuru #Tech  #airtelThanks #ANewWayToPay #SafeDigitalAccount #AirtelPaymentsBank",,
