"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","type","timestamp","productType","likesCount","firstComment","caption"
"booksmakemewhole","booksforyou","neelrecommends","feelgoodbooks","selfhelpbooks",,,,,,,,"Sidecar","2024-06-05T15:10:02.000Z",,"222","Tuesdays with Morrie is ❤️❤️❤️❤️❤️","Have you read any of these Books?

#booksmakemewhole #booksforyou #neelrecommends #feelgoodbooks #selfhelpbooks"
"booksmakemewhole","shortstorycollection","funwithbooks","indianwriters","readthisbook",,,,,,,,"Image","2024-04-23T13:20:56.000Z",,"272","😍😍","WELCOME TO PARADISE

A collection of five witty short stories, Welcome to Paradise explores the themes of tragedy, love, longing, heartbreak and humour. With stories narrated in a clean and concise manner, it is a must-read book by an Indian author!

The first story ‘The Man from the Garage’ is about loss and fun banters in a family setting. The next one is about a lonely woman who enjoys chatting with strangers online. The third one called ‘Nearly Departed’ is my favourite one! It is about an eighty-six year old woman who writes a letter to the chief justice of India to legalise euthanasia. The next tale is about the dynamics of a married couple’s life and the last one is the story of a woman’s survival after the death of her son.

I loved how straightforward Khanna’s writing is! It is simple yet impactful and every story has a brilliant structure. Would definitely recommend this one to those who like reading short stories!

#booksmakemewhole #shortstorycollection #funwithbooks #indianwriters #readthisbook"
"booksmakemewhole","whatyouarelookingforisinthelibrary","bookishquotes","bookinspiration","bookmotivation",,,,,,,,"Image","2024-05-04T13:15:00.000Z",,"180","","Do you agree? 

#booksmakemewhole #whatyouarelookingforisinthelibrary #bookishquotes #bookinspiration #bookmotivation"
"booksmakemewhole","bookexcerpt","theguernseyliteraryandpotatopeelpiesociety","aboutbooks","bookishpeople",,,,,,,,"Image","2024-05-10T11:15:00.000Z",,"235","So true!🙌❤️","Nothing like reading a good book ❤️

#booksmakemewhole #bookexcerpt #theguernseyliteraryandpotatopeelpiesociety #aboutbooks #bookishpeople"
"booksmakemewhole","theperksofbeingawallflower","bookexcerpt","quotesfrombooks","booktalks",,,,,,,,"Image","2024-05-20T11:05:00.000Z",,"380","Amazing❤️❤️","Have you read this Book or seen the movie?

#booksmakemewhole #theperksofbeingawallflower #bookexcerpt #quotesfrombooks #booktalks"
"whatthisweek","booksmakemewhole","weeklyroundup","currentreads","weekwrapup","bookishfeed",,,,,,,"Image","2024-04-20T15:45:56.000Z",,"-1","","#whatthisweek 

So, I’ve decided to do this post every week, so that I’d have some update to share about what I am reading, watching, listening to and looking forward to!

📖What I am Reading
I am currently reading A Gentleman in Moscow, Welcome to Paradise and The Lost Bookshop. Have kept the first one aside for a while as it was going too slow for my liking. Enjoying the other two though!

🎬What I am watching 
Started rewatching Friends! My all-time favourite comfort show. Also watched two movies this week - Six Underground and the Lost City, both were alright for a one-time watch.

🎵What I am listening to
Listening to ‘I want it that way’ a lot these days. I love the energy of that song. Also listening to some 90s Bollywood songs on the side.

⏩What I am looking forward to
I am looking forward to some clarity regarding my professional choices. Also, trying to keeping up with the instagram algorithm is proving to be a bit frustrating. Looking forward to figuring that out too!

How was your week? Anything interesting to share?

#booksmakemewhole #weeklyroundup #currentreads #weekwrapup #bookishfeed"
"booksmakemewhole","monthlyreading","aprilreads","bookishlove","booksbooksbooks",,,,,,,,"Image","2024-05-02T12:42:03.000Z",,"-1","I want to read the lost Bookshop 😍","APRIL WRAP-UP

“No matter what came, I had my books”
-Evie Woods, The Lost Bookshop 

Here is the list of Books I read last month, with their ratings:

1. Tomorrow and tomorrow and tomorrow 🌟🌟🌟🌟🌟
2. Welcome to Paradise 🌟🌟🌟🌟
3. The Lost Bookshop 🌟🌟🌟🌟🌟

I am currently reading Funny Story by Emily Henry!

How was April for you? Read anything good?

#booksmakemewhole #monthlyreading #aprilreads #bookishlove #booksbooksbooks"
"booksmakemewhole","emilyhenryfunnystory","newbookalert","romcoms","readingromance",,,,,,,,"Sidecar","2024-05-14T11:00:00.000Z",,"302","I am yet to read Happy Place. But I did read Funny story and the ones before. Love her books. So much heart in it .","FUNNY STORY BY EMILY HENRY

“The same universe that dispassionately takes things away can bring you things you weren’t imaginative enough to dream up.”

I love Emily Henry! I can proudly say that I’ve read every book of hers and hope she writes many more. The thing I admire the most about her stories is the relatable and flawed characters, and how much heart she puts into them.

This one is her newest release. It is the story of Daphne, a librarian, who is recently dumped by her fiancé, after his bachelor party, where he hooks up with his best friend. His best friend is Miles’ girlfriend. As Daphne can’t find any other place to live in, after the abruptly shocking break-up, she moves in with Miles!

As fate would have it, Miles and Daphne decide to fake date each other in order to teach a lesson to their respective exes, but end up having real feelings for each other instead! They bond over their heartbreaks and end up with something a lot better than either of them could have expected.

Emily paints such a beautiful background, where the story takes place in Lake Michigan, that I am seriously considering visiting it! I love the small town vibe and the interesting characters. Go and read it already!

Who is your favourite author?

#booksmakemewhole #emilyhenryfunnystory #newbookalert #romcoms #readingromance"
"booksmakemewhole","tomorrowandtomorrowandtomorrow","favoritebook","2024reads","readingbooksmakesyoubetter",,,,,,,,"Image","2024-04-16T14:53:44.000Z",,"-1","On my TBR!","TOMORROW AND TOMORROW AND TOMORROW 

“We are all living, at most, half of a life, she thought. There was the life you lived, which consisted of the choices you made. And then, there was the other life, the one that was the things you hadn’t chosen.”

Sam & Sadie first meet at a hospital & they bond over gaming. sadie is visiting her sister & Sam is recovering from a terrible car crash. They share a mutual love for video games as it offers them an opportunity to escape their mundane lives.

Eight years later, they meet at a crowded train Station in Boston. They converse like no time has passed at all and start working on a project that they both love from the bottom of their hearts. They make games that make them famous, along-with their partner, Marx. But soon, success starts to get to their heads!

This book made me nostalgic about the video games I used to play as a child. It is a beautifully written heartwarming story of success, love, friendship, passion & tragedy. My best read of the year so far!

Your favourite read of the year so far?

#booksmakemewhole #tomorrowandtomorrowandtomorrow #favoritebook #2024reads #readingbooksmakesyoubetter"
"booksmakemewhole","neelrecommends","bookstoread","readthesebooks","bookishrecs",,,,,,,,"Sidecar","2024-05-18T11:10:00.000Z",,"584","Comfort Book. All time favorite, still go back to this whenever needed a good comfort thought. ❤️","Have you already read any of these books?

#booksmakemewhole #neelrecommends #bookstoread #readthesebooks #bookishrecs"
"booksmakemewhole","lovetheoretically","alihazelwood","romcombooks","bookromance",,,,,,,,"Image","2024-05-26T09:29:51.000Z",,"279","I just finished it 😍🙌 it was so good!","LOVE, THEORETICALLY 

“You could be my entire world. If you let me.”

Reading Ali Hazelwood feels like staying in bed all day eating icecream and watching your favourite comfort movie. I love how her writing consumes me, my thoughts and takes me to an entirely different setting than the one I am in.

This is the story of Elsie, an aspiring theoretical physicist, who does everything in her power to make ends meet, to fuel her passion. She makes some money on a fake dating site called Faux and she also teaches like a hundred classes per week, as an adjunct professor. One of her fake dating customers is Greg. Greg has an older brother, Jack, whom Elsie confuses to be a physical education instructor or something like that.

But it turns out that Jack is quite the superstar in the world of Experimental Physics! Almost a decade ago, he wrote an article that put the world of Theoretical Physics to shame and it greatly affected Elsie. When she finds out the truth about Jack, she hates him with every nerve in her body!

But Jack makes it clear, when he gets the chance, that he is infatuated with Elsie. Elsie can’t make sense of his attraction to her as she is convinced that people won’t like her for who she actually is. That’s why she tries to become whatever other people want her to be, keeping her real self hidden from the world. But Jack sees through her charade. Will they end up together? Read to know!

Read this one if you love a good rom-com with some swoon-worthy moments and heart-touching character lines!

What are you reading or what was the last book you read?

#booksmakemewhole #lovetheoretically #alihazelwood #romcombooks #bookromance"
"booksmakemewhole","neelrecommends","bookstoread","readingissexy","readersofbookstagram",,,,,,,,"Sidecar","2024-05-06T11:15:00.000Z",,"350","I've only read Wonder but I'm definitely gonna read a couple of the books here","Have you read any of these books?

#booksmakemewhole #neelrecommends #bookstoread #readingissexy #readersofbookstagram"
"booksmakemewhole","aboutbooks","bookwords","matthaig","quotefrombook",,,,,,,,"Image","2024-04-10T13:10:30.000Z",,"421","Dm pls","What are you reading today?

#booksmakemewhole #aboutbooks #bookwords #matthaig #quotefrombook"
"booksmakemewhole","januarywrapup","whatiread","readingjourney","monthlywrapup",,,,,,,,"Sidecar","2024-02-04T06:50:10.000Z",,"572","@authorsaidurga0123 Thank you ❤","MY YEAR OF REST AND RELAXATION & JANUARY WRAP-UP

“Life could go on forever like this, I thought. Life would, if I didn’t take action.”

I read only one book last month - My year of Rest and Relaxation, I’d rate it 🌟🌟🌟. While this book was quite intriguing at times, it depressed me to no end. It’s about a woman who is done with life and decides to sleep for a year with the help of a ton of drugs. Her life’s been quite traumatising and hence her response to life is but quite obvious. I’d recommend reading it at your own risk though!

Also, I got married last month! This new year brought a lot of new beginnings for me and it’s been very beautiful so far ✨

How’s the new year been for you so far?

#booksmakemewhole #januarywrapup #whatiread #readingjourney #monthlywrapup"
"booksmakemewhole","thegetawaylist","bookreview","instareads","bookishpost","ilovebooks","booksalways","readingnovels","readerlife","readinglove","readandread",,"Image","2024-04-04T14:10:56.000Z",,"271","Currently reading:  Train to Pakistan ❤️","THE GETAWAY LIST

“You don’t need stars, Riley. You are one. You have your own gravity and I cannot fucking wait to see what you do with it.”

I read ‘Begin Again’ by Emma Lord last year, and I was quite impressed by her simple yet impactful storytelling skills. The Getaway List is a refreshing new story by the author about two childhood friends, Riley and Tom, who haven’t met each other for the past three years, but still have managed to stay in touch.

On the day of her high school graduation, Riley realises that she has absolutely no idea what to do with her life. She decides to pack her bags and go meet her best friend, Tom in New York and get started on the Getaway List - A list of all the adventures they’d planned to do together!

Once Riley meets Tom, she realises that their bond is as strong as ever but there is something different about him, something she can’t quite put her finger on. As they get started on ticking items off the getaway list, they make new friends and discover what the other is feeling.

The idea of this book is quite interesting but reading it was not. I didn’t enjoy it as much as I’d hoped. But overall, the characters are relatable and the writing is easy to follow.

What are you reading today?

#booksmakemewhole #thegetawaylist #bookreview #instareads #bookishpost #ilovebooks #booksalways #readingnovels #readerlife #readinglove #readandread"
"booksmakemewhole","neelrecommends","elizabethgilbert","cityofgirls","historicalfiction",,,,,,,,"Image","2024-03-14T15:37:35.000Z",,"194","Ooo it sounds pretty good 😍 Mine was The Silver Chair (Narnia) 🥰","CITY OF GIRLS BY ELIZABETH GILBERT 

“At some point in a woman’s life, she just gets tired of being ashamed all the time. After that, she is free to become whoever she truly is.”

This was my first read by Elizabeth Gilbert and it sure won’t be my last! She writes a brilliantly captivating prose, drawing you inside the story bit by bit and once it’s over, you are left wanting for more.

Nineteen year old Vivian Morris has just been kicked out of Vassar college due to her lack of interest in studies. Her parents can’t wait to get rid of her and send her off to live with her aunt, Lily in New York. Lily runs a theatre called the Lily Playhouse, that opens up a new world of possibilities for Vivian. She meets all kinds of people there and is fascinated by everyone in some way or the other.

Vivian has the time of her life in the city with her newly acquainted gal pals, so much so that she doesn’t know when she crosses the line from fun to scandal! 

Set against the glamorous backdrop of 1940s New York, this story has all the elements of a brilliant historical fiction - War, love, friendship and tragedy! It has been my best read this year so far!

Your favourite read of this year so far?

#booksmakemewhole #neelrecommends #elizabethgilbert #cityofgirls #historicalfiction"
"booksmakemewhole","neelrecommends","booksforyou","essentialreading","readerslovebook",,,,,,,,"Sidecar","2024-03-18T15:10:49.000Z",,"947","❤️❤️","Have you read any of these Books?

#booksmakemewhole #neelrecommends #booksforyou #essentialreading #readerslovebook"
"booksmakemewhole","monthlywrapup","marchwrapup","bookrating","whatiread",,,,,,,,"Image","2024-04-01T11:34:59.000Z",,"176","I read only one book in March","MARCH WRAP-UP

“at some point in a woman’s life, she just gets tired of being ashamed all the time. After that, she is free to become whoever she truly is.”

- Elizabeth Gilbert, City of Girls

Here is the list of books I read in March with the ratings:

1. City of Girls - 🌟🌟🌟🌟.5
2. The Getaway List - 🌟🌟🌟.5

I am currently reading Tomorrow and Tomorrow and Tomorrow, and loving it so far!

How was March for you? Read anything good?

#booksmakemewhole #monthlywrapup #marchwrapup #bookrating #whatiread"
"booksmakemewhole","thecatwhosavedbooks","bookishlove","booksaboutbooks","booksandbooks",,,,,,,,"Image","2024-03-25T16:02:32.000Z",,"437","Totally 💯 ❤️🙌","This quote perfectly captures the magic of Reading ✨

#booksmakemewhole #thecatwhosavedbooks #bookishlove #booksaboutbooks #booksandbooks"
"booksmakemewhole","rachelcusk","thesecondplace","womensday","writingwomen","readingwomen",,,,,,,"Image","2024-03-08T10:25:38.000Z",,"154","I love this cover.","SECOND PLACE BY RACHEL CUSK

“Not to have been born in a woman’s body was a piece of luck in the first place: he couldn’t see his own freedom because he couldn’t conceive of how elementally it might have been denied him... The wounded don’t survive in nature: a woman could never throw herself on fate and expect to come out of it intact. She has to connive at her own survival...”

I couldn’t find a better day to post about this book than today, which happens to be International Women’s Day! This book is the story of a woman who has felt out of place all her life, second guessing everything from being a mother to being a wife. 

The story is about a Woman who lives on a remote island with her husband. She invites a famous artist to stay at their place for a while. She idolises this man and when he doesn’t act respectfully towards her, she starts questioning her entire being. She treats herself as flawed, meanwhile, everyone around her seems perfectly content in their own skin.

I liked the sharp beauty of Cusk’s writing. The story has many layers to it, but it didn’t captivate me as much as I had expected.

A book with an inspiring female protagonist you loved?

#booksmakemewhole #rachelcusk #thesecondplace #womensday #writingwomen #readingwomen"
"booksmakemewhole","neelrecommends","captivatingbooks","readthesebooks","readingisfundamental",,,,,,,,"Sidecar","2024-02-12T16:06:17.000Z",,"936","I've read the palace of illusions, inferno and yellowface.","Have you read any of these Books?

#booksmakemewhole #neelrecommends #captivatingbooks #readthesebooks #readingisfundamental"
"booksmakemewhole","letterstomilena","bookexcerpt","bookstolove","bookishsoul",,,,,,,,"Sidecar","2024-02-22T15:09:27.000Z",,"550","@booksmakemewhole ""And what i really intended to say in the end remains unsaid""... Do you know the page number in which this quote comes?","LETTERS TO MILENA

“I want in fact more of you. In my mind I am dressing you with light; I am wrapping you up in blankets of complete acceptance and then I give myself to you. I long for you; I who usually long without longing, as though I am unconscious and absorbed in neutrality and apathy, really, utterly long for every bit of you.”

I’ve been wanting to read this book since I first heard about it in a Turkish drama about three years ago. The idea of such a beautiful book seemed very intriguing to me then. I finally bought it a couple of months ago and started reading it as soon as I could!

This book comprises of a series of letters written by the author Franz Kafka to Milena Jesenská. She was the translator of his books. Gradually, they developed a deep attachment to each other, as is quite evident from Kafka’s letters.

I took my sweet time reading this book, as I soaked my mind in its brilliance and beauty, word by word!

Swipe to read some of my favourite excerpts ➡️

A lesser known book that you loved reading?

#booksmakemewhole #letterstomilena #bookexcerpt #bookstolove #bookishsoul"
"booksmakemewhole","februaryreads","februarywrapup","readinglove","monthlywrapup",,,,,,,,"Sidecar","2024-03-02T15:15:20.000Z",,"235","The Immortals of Meluha is the only book I was able to read in February. I LOVED IT ❤️ What is Letters to Milena about?","FEBRUARY WRAP-UP

“Might it be true that half of freedom is the willingness to take it when it’s offered?”
- Rachel Cusk, Second Place

Here are the Books I read in February with the ratings:
1. Letters to Milena 🌟🌟🌟🌟.5
2. The Second Place 🌟🌟🌟.5

Your favourite February read?

#booksmakemewhole #februaryreads #februarywrapup #readinglove #monthlywrapup"
"SocialKetchup","booksmakemewhole","neelanjirasane","bookstagram","readmorebooks","booksofinstagram",,,,,,,"Video","2024-04-03T10:17:24.000Z","clips","113","Great recs😍","Whether you’re a seasoned reader or just dipping your toes into this world, we’ve got some beautiful recommendations from bookstagrammar Neelanjali Rasane aka @booksmakemewhole that’ll have you hooked from page one.

Head to our link in bio and Check out what she had to say along with her reccos!

#SocialKetchup #booksmakemewhole #neelanjirasane #bookstagram #readmorebooks #booksofinstagram"
"booksmakemewhole","thrillerbook","murdermystery","booksaddict","readingismyhappyplace","readerforlife","paperbacks","readwithme","readingrocks","readtogether",,,"Image","2023-12-13T16:03:06.000Z",,"336","I read this after the Housemaid and found it blah. Pretty okayish.","THE INMATE 

Yet another deliciously thrilling story by Freida McFadden, The Inmate is a complete page turner! 

Protagonist Brooke Sullivan is back in her hometown, Raker, after almost a decade, following the death of her parents in a car accident. She lives in their old house with her ten year old son, Josh.

Brooke is desperate for a job and grabs the first one that falls in her lap. She is appointed as a nurse practitioner at a men’s maximum security prison. Nobody at the prison knows of her connection with one of the inmates, Shane Nelson. He is a lethal combination of dangerous and manipulative. 

Shane was Brooke’s high school sweetheart. He is in prison for a series of murders that took place over a decade ago. Brooke provided the evidence for his arrest!

What will happen if and when they meet? Will Brooke find out the actual truth? Read to know!

What are you reading currently?

#booksmakemewhole #thrillerbook #murdermystery #booksaddict #readingismyhappyplace #readerforlife #paperbacks #readwithme #readingrocks #readtogether"
"booksmakemewhole","monthlywrapup","december","yearend","newyear",,,,,,,,"Sidecar","2024-01-03T12:57:19.000Z",,"613","Aesthetics 🔥","DECEMBER 2023 WRAP-UP

Books I read in December with their ratings:
Salt Houses 🌟🌟🌟🌟.5
The Lost Daughter 🌟🌟🌟.5

December has been a month of surprises, fun and new beginnings for me! Happy new year ✨

Your favourite December read?

#booksmakemewhole #monthlywrapup #december #yearend #newyear"
"booksmakemewhole","neelrecommends","lovereading","readingaddict","readingbooks",,,,,,,,"Sidecar","2023-12-08T16:47:48.000Z",,"975","The Nightingale ❤️ Thanks for some other amazing recommendations too 😍","Have you read any of these Books?

#booksmakemewhole #neelrecommends #lovereading #readingaddict #readingbooks"
"booksmakemewhole","elenaferrante","translatedbooks","readingwomen","thelostdaughter",,,,,,,,"Image","2024-01-17T09:00:42.000Z",,"221","Sounds intriguing!","THE LOST DAUGHTER 

“How foolish to think you can tell your children about yourself before they’re at least fifty. To ask to be seen by them as a person and not as a function. To say : I am your history, you begin from me, listen to me, it could be useful to you.”

Leda takes a vacation at the beach after a very long time. She is a divorced mother of two girls. As she begins her holiday of leisure, she reflects upon the difficult days when her kids were growing up. She meets another family on the beach and a woman Nina and her daughter, Elena catch her interest. Observing their traits from a distance, Leda thinks about her own role as a mother. 

This wasn’t my kind of book but it is quite brilliantly written!

What are you reading today?

#booksmakemewhole #elenaferrante #translatedbooks #readingwomen #thelostdaughter"
"booksmakemewhole","neelrecommends","booksandtravel","bookishplaces","booktoread",,,,,,,,"Sidecar","2024-01-11T15:30:04.000Z",,"795","Heidi takes me right back to my childhood 😍","Have you read any of these books?

#booksmakemewhole #neelrecommends #booksandtravel #bookishplaces #booktoread"
"booksmakemewhole","jcbprize","jcbshortlist","indianliterature","morebooksplease",,,,,,,,"Image","2023-12-26T04:40:58.000Z",,"685","❤️❤️❤️❤️❤️","Every year around November, I wait for the @thejcbprize book box to arrive and when it’s finally on my doorstep, I can’t contain my joy! They send such wonderful books!

Which of these intrigues you the most?

#booksmakemewhole #jcbprize #jcbshortlist #indianliterature #morebooksplease"
"booksmakemewhole","decemberwrapup","monthlywrapup","bookrating","bookishstuff",,,,,,,,"Sidecar","2023-12-03T16:24:36.000Z",,"375","Lessons in Chemistry is one of the best books I have read this year.","NOVEMBER 2023 WRAP-UP

“But I’m not sure what normal is. Does science recognize normal? How would you define normal?”
- Bonnie Garmus, Lessons in Chemistry 

Here is the list of Books I read last month with their ratings:
1. Lessons in Chemistry 🌟🌟🌟🌟.5
2. The Five People you meet in Heaven 🌟🌟🌟🌟.5
3. Paris for One 🌟🌟🌟🌟
4. The Inmate 🌟🌟🌟🌟

#booksmakemewhole #decemberwrapup #monthlywrapup #bookrating #bookishstuff"
"booksmakemewhole","neelrecommends","bookescape","booksbooksbooks","letsread",,,,,,,,"Sidecar","2023-11-24T15:32:34.000Z",,"621","Rebecca is a favorite of mine!","Have you read any of these books?

#booksmakemewhole #neelrecommends #bookescape #booksbooksbooks #letsread"
"booksmakemewhole","historicalfiction","bookstoread","bookpicture","readingisfundamental",,,,,,,,"Sidecar","2023-12-21T16:33:37.000Z",,"229","Currently reading : "" It ends with us ""","SALT HOUSES

“Maybe it’s not about being small or big. Maybe it’s like becoming part of someone. Like there’s no you that exists without them.”

A multi-generational historical fiction, Salt Houses is the story of never-ending turmoil of Palestine. The story begins on the eve of Alia’s wedding when her mother reads her future in a cup of coffee dregs. Shortly afterwards, their family is disintegrated in the six day war of 1967.

Alia moves to Kuwait with her husband. Eventually, they have three children - Riham, Karam and Souad. The story is told from the perspectives of all the characters in different timelines taking us to places like Amman, Beirut, Paris and Boston.

A deeply disturbing tale of love and loss, salt houses is a brilliantly written book!

Swipe to read some of the excerpts from the book➡️

What are you reading today?

#booksmakemewhole #historicalfiction #bookstoread #bookpicture #readingisfundamental"
"booksmakemewhole","parisforone","jojomoyes","shortbook","romancebooks",,,,,,,,"Image","2023-11-28T16:04:56.000Z",,"-1","I just got this book","PARIS FOR ONE

“You don't ever do something just because it makes you feel good? Mademoiselle, you need to spend more time in Paris.”

After her boyfriend cancels on her, Nell decides to make the most of her time in the enchanting city of Paris. There she comes across an aspiring writer, Fabien and they both sense a mutual attraction towards each other. For the first time in her life, Nell learns to live in the moment and has the time of her life with Fabien in Paris!

Reading this book felt like watching a rom-com movie. A sweet and short read, perfect for a weekend or when travelling!

#booksmakemewhole #parisforone #jojomoyes #shortbook #romancebooks"
"booksmakemewhole","neelrecommends","2023reads","topreads","myreadinglife",,,,,,,,"Sidecar","2023-12-23T16:50:21.000Z",,"490","Lessons in chemistry was amazing. My top read in 2023","Have you read any of these books?

#booksmakemewhole #neelrecommends #2023reads #topreads #myreadinglife"
"booksmakemewhole","thefivepeopleyoumeetinheaven","mitchalbom","booksyoushouldread","readingbooks",,,,,,,,"Sidecar","2023-11-23T15:39:37.000Z",,"1022","Shahrukh Khan's one of the fav book.","THE FIVE PEOPLE YOU MEET IN HEAVEN 

""You have peace, when you make it with yourself.""

Eddie is the maintenance guy at the Ruby Pier Amusement Park. On his eighty third birthday, he dies while saving a little girl from a falling cart. The only thing he recalls about his death is the feel of two small hands. When he awakens in the afterlife, he meets five people, one by one, who were a part of his life in one way or the other. They help him make peace with things that bothered him his whole life.

A classic Mitch Albom book, the five people you meet in heaven is a rollercoaster ride of grief, loss and love!

An author who never fails to amaze you?

#booksmakemewhole #thefivepeopleyoumeetinheaven #mitchalbom #booksyoushouldread #readingbooks"
"booksmakemewhole","ramayan","dussehra","mythologicalfiction","retelling","indianmythology","indianepic","indianliterature","readinglove","indianculture",,,"Image","2023-10-24T13:05:51.000Z",,"-1","I have only read forest of enchantments and I loved it so much","☘️ Happy Dussehra ☘️

""Most of all, I understood that things happen to us for many complicated reasons, arising from both the past and the future.""
- Chitra Banerjee Divakaruni, The Forest of Enchantments

Here are a few retellings of the Ramayana and a collection of short stories from the great epic that I enjoyed reading.

Your favourite retelling of Ramayana?

#booksmakemewhole #ramayan #dussehra #mythologicalfiction #retelling #indianmythology #indianepic #indianliterature #readinglove #indianculture"
"booksmakemewhole","memoir","descentintoparadise","newbookalert","nonfictionbooks","beautifulbooks","bookbeauty","prettybooks","bluebook","bookishfeels",,,"Image","2023-10-23T13:46:14.000Z",,"-1","I really want to go Kedarnath at least once in my life","DESCENT INTO PARADISE

Blurb:

In the autumn of 2011, the postman-turned-journalist Daniel Bosley embarked on an unexpected adventure which started as an internship in London’s Maldives High Commission – the diplomatic mission of the Indian Ocean tourism hotspot. Little did he know that he would soon set off on an odyssey through an imperilled island nation undergoing one of the most tumultuous periods in its history.

Over the next seven years, Bosley worked as a journalist in the Maldives, reporting on its volatile political landscape and shattering the picture-perfect view of this supposed paradise. Taking us into a nation of a thousand isles, he reveals a shaded past of sultans, imperialists and Western explorers before a modern-day dictatorship was finally overturned by a democracy that immediately plunged into turmoil. While dissenters and intrepid reporters faced abduction, imprisonment, and even death, the climate crisis and Islamist zealots posed ever greater threats to the country’s vulnerable environment and its ancient culture. As the editor of the Maldives’ main English-language news website, Bosley witnessed some of these events first-hand, his personal distress assuaged only by the love and hope he would come to find – against all odds – within these isolated atoll communities.

Richly observed and infused with empathy and essential humour, Descent into Paradise thoroughly alters our understanding of the Maldives, a place where magical waters and surreal skies hide unthinkable dangers even as the struggle for justice risks submersion.
________________________________________________
Your favourite travel destination?

#booksmakemewhole #memoir #descentintoparadise #newbookalert #nonfictionbooks #beautifulbooks #bookbeauty #prettybooks #bluebook #bookishfeels"
"booksmakemewhole","translatedfiction","kannadaliterature","indianwriters","hardcoverbooks","bookishstuff","booksandcandles","bookthoughts","reviewingbooks","bookishpicture",,,"Image","2023-11-06T15:55:29.000Z",,"-1","Sounds good already as I love the author’s previous book","SAKINA’S KISS

A splendid work of translated Kannada fiction, Sakina’s Kiss is the story of a man called Venkat, who lives in a flat in Bangalore with his wife and daughter. One evening, two young men knock on his door asking to speak with his daughter regarding some important business. He informs them that his daughter has gone to their hometown, where there’s no network, so she can’t be contacted immediately. But they insist that they get in touch with her as soon as possible.

This incident troubles Venkat and he tries to contact his daughter but isn’t successful. He is bewildered by her sudden disappearance and recalls their past arguments. Sometimes, his thoughts take him back to the highlights of his childhood in the village.

This book was a good read but the social political background, in which it is set, didn’t interest me much. It nicely explains the dynamics of family life in a modern world. Overall, it’s fine for a one time read!

What are you reading today?

#booksmakemewhole #translatedfiction #kannadaliterature #indianwriters #hardcoverbooks #bookishstuff #booksandcandles #bookthoughts #reviewingbooks #bookishpicture"
"qotd","booksmakemewhole","murdermystery","psychologicalthriller","mysterybooks","interestingbooks","bookishlove","thrillerbook","paperbacks","readingmysteries","readalot",,"Image","2023-10-16T13:47:13.000Z",,"-1","","THE LOCKED DOOR

Nora is a brilliant surgeon. She is in her mid thirties and is still not ready to start a family as she is scared of the darkness within her. She is afraid to pass on her father’s genes to the next generation. Her father is in prison since the last twenty six years. He was a serial killer, who went by the name of ‘Handyman’. He’d killed almost thirty women and cutoff their hands to preserve their bones as souvenirs.

One day as Nora is sitting at her usual bar, drinking her usual Old-fashioned drink, she meets Brady, who was her boyfriend in college. They dated for sometime and she can’t remember why they broke up. Around the same time, two of Nora’s patients, both young women with dark hair and blue eyes are found murdered in the same manner like her father killed his victims. Nora is a suspect due to her multiple connections to these murders. Who is out there to get her? Will Nora discover the culprit? Read to know!

Just as dark and intriguing as Freida’s other books, The Locked Door is a gripping psychological thriller that you won’t be able to stop reading till you find the truth!

#qotd : A Book you read in one sitting?

#booksmakemewhole #murdermystery #psychologicalthriller #mysterybooks #interestingbooks #bookishlove #thrillerbook #paperbacks #readingmysteries #readalot"
"booksmakemewhole","theperfumistofparis","violetbook","newbookalert","historicalfiction","booksandcandles","bookaesthetic","beautifulbook","bookishsoul","booksarelit",,,"Image","2023-10-22T15:22:19.000Z",,"-1","Adding this on my tbr!","THE PERFUMIST OF PARIS

Blurb:

Paris, 1974. Radha is now thirty-two and living in Paris with her husband, Pierre, and their two daughters. She still grieves for the baby boy she gave up years ago, when she was only a child herself, but she loves being a mother to her daughters, and she's finally found her passion--the treasure trove of scents.

When her friend's grandfather had offered her a job at his parfumerie, she quickly discovered she had a talent-she could find the perfect fragrance for any customer who walked chrough the door. Now, ten years later, she's working for a master perfumer, helping to design completely new fragrances for clients and building her career one scent at a time. She only wishes Pierre could understand her need to work. She feels his frustration, but she can't give up the thing that drives her.

Tasked with her first major project, Radha travels to India, where she enlists the help of her sister, Lakshmi, and the courtesans of Agra--women who use the power of fragrance to seduce, tease, and entice. She's on the cusp of a breakthrough when she finds out that the son she never told her husband about is heading to Paris to find her upending her carefully managed world and threatening to destroy a vulnerable marriage.
_______________________________________________
What did you read this weekend?

#booksmakemewhole #theperfumistofparis #violetbook #newbookalert #historicalfiction #booksandcandles #bookaesthetic #beautifulbook #bookishsoul #booksarelit"
"booksmakemewhole","neelrecommends","feelgoodbook","comfortbook","bookescape","readgoodbooks","goodreads","readinglove","readtoheal","readersunite",,,"Sidecar","2023-10-14T15:58:38.000Z",,"697","Any Palestinian autor books recommendations?","Have you read or want to read any of these Books?

#booksmakemewhole #neelrecommends #feelgoodbook #comfortbook #bookescape #readgoodbooks #goodreads #readinglove #readtoheal #readersunite"
